Bedrooms,Bathrooms,Floor_area,Price_in_taka,City
3,3,2200,12100000,1
3,3,169,5175000,1
3,3,1250,7500000,1
3,3,1400,8500000,1
3,3,1200,4500000,1
3,4,2100,16000000,1
2,2,150,3000000,1
3,3,125,4375000,1
3,3,125,4375000,1
3,3,1600,7000000,1
3,3,1240,5000000,1
3,2,120,2500000,1
3,3,1050,7000000,1
3,3,1270,6604000,1
3,3,1350,6000000,1
4,4,2252,11260000,1
3,3,1350,6831000,1
4,5,2500,17500000,1
4,5,2540,29210000,1
4,5,2530,29095000,1
4,5,2622,30153000,1
4,5,2530,29095000,1
3,2,1300,5800000,1
3,3,1300,8200000,1
3,3,1600,10000000,1
3,3,1240,7000000,1
4,4,2600,18500000,1
4,5,2410,15500000,1
3,2,850,3900000,1
3,3,1455,12500000,1
3,3,1460,8100000,1
3,4,1756,9000000,1
3,3,1580,7200000,1
7,8,4000,58000000,1
3,3,1744,8700000,1
2,2,966,3800000,1
7,8,3000,30000000,1
3,3,1750,9500000,1
3,3,1459,8462200,1
3,3,1415,5820000,1
2,2,854,4500000,1
3,3,1520,16000000,1
3,3,1575,14014000,1
3,4,1485,12000000,1
3,3,1430,6600000,1
3,3,1485,8000000,1
3,3,1664,9200000,1
3,4,1800,12500000,1
3,5,2000,13000000,1
3,3,1500,6000000,1
3,3,1570,6280000,1
3,3,1570,6280000,1
3,3,1335,5340000,1
3,3,1325,5900000,1
3,2,104,2184000,1
3,2,124,2232000,1
3,3,1471,6100000,1
3,3,1692,16000000,1
3,3,1400,11200000,1
3,3,1462,9500000,1
3,3,1320,5940000,1
3,3,1320,5940000,1
3,2,180,1800000,1
3,2,200,2000000,1
2,2,110,2750000,1
3,2,120,2640000,1
3,2,115,2300000,1
2,2,154,3080000,1
3,3,1400,7000000,1
3,3,1650,6600000,1
2,2,1150,4600000,1
2,2,175,3500000,1
2,2,1150,4600000,1
2,2,1150,4600000,1
2,2,1150,4600000,1
2,2,1150,4600000,1
2,2,1050,4200000,1
2,2,1150,4600000,1
3,2,129,2580000,1
2,2,200,4600000,1
2,2,200,4600000,1
2,2,200,4600000,1
2,2,200,4600000,1
3,3,1744,12000000,1
3,4,2060,11500000,1
3,3,1400,8400000,1
3,3,900,5400000,1
3,3,1250,6950000,1
3,3,1530,12300000,1
3,3,1847,12000000,1
3,3,1500,8500000,1
4,4,1950,14625000,1
3,3,1300,10000000,1
3,3,1330,10000000,1
3,3,1440,8000000,1
3,3,2160,18000000,1
3,3,256,25000000,1
3,3,1510,5285000,1
3,3,1410,8000000,1
3,3,1460,7000000,1
4,4,2500,12200000,1
3,3,2200,19000000,1
3,2,84,1250000,1
2,2,200,4800000,1
2,2,200,4800000,1
3,3,240,5760000,1
3,3,240,5760000,1
2,2,200,5000000,1
3,3,1000,5000000,1
3,2,120,2160000,1
3,2,130,2340000,1
3,3,1300,8000000,1
3,3,1500,6000000,1
3,3,1570,6280000,1
3,3,1435,5740000,1
3,3,1335,5340000,1
3,3,1570,6280000,1
3,3,1570,6280000,1
3,3,1335,5340000,1
3,3,1325,5900000,1
3,2,104,2184000,1
3,2,124,2232000,1
2,2,159,2862000,1
3,3,1471,6100000,1
3,3,1625,7512500,1
3,3,1313,6500000,1
3,3,1422,9811800,1
3,3,1433,9887700,1
3,3,1440,9936000,1
3,4,1510,10419000,1
3,3,1744,12000000,1
3,3,1924,19500000,1
3,3,1500,12000000,1
3,3,1644,9864000,1
3,4,1800,13000000,1
3,3,1700,8000000,1
2,2,1050,6000000,1
3,4,1760,13120000,1
2,2,900,5000000,1
3,3,1800,15824000,1
3,3,1012,4400000,1
3,3,1200,6000000,1
3,3,1720,7880000,1
3,3,1275,7393750,1
2,2,978,5500000,1
4,5,2500,25000000,1
3,3,1545,7725000,1
3,3,1739,8695000,1
3,3,1175,5875000,1
3,3,1175,5875000,1
3,3,1336,8000000,1
3,3,2000,16000000,1
3,3,1593,7646400,1
3,3,1699,8155200,1
3,3,1420,7810000,1
3,3,1350,6700000,1
3,3,1801,14817700,1
3,3,1390,11000000,1
2,2,1000,8000000,1
2,2,1000,8000000,1
3,3,1250,6950000,1
3,3,3400,19400000,1
3,3,444,11988000,1
2,2,150,3700000,1
2,2,130,3380000,1
2,2,175,4550000,1
2,2,135,6000000,1
3,3,1225,9500000,1
3,3,1300,10000000,1
3,3,1330,10000000,1
3,3,1440,8000000,1
3,3,2160,18000000,1
3,3,125,4375000,1
3,2,110,3850000,1
3,3,1550,7750000,1
2,2,120,4200000,1
3,2,110,3850000,1
2,2,120,4200000,1
3,2,110,3850000,1
3,3,115,4025000,1
3,3,1426,7130000,1
3,3,1550,7750000,1
3,3,115,4025000,1
3,3,125,4375000,1
2,2,125,3750000,1
3,3,112,3920000,1
2,2,125,3750000,1
3,3,115,4025000,1
2,2,102,3570000,1
2,2,110,3800000,1
3,3,1200,5200000,1
3,3,1200,6000000,1
2,2,129,3225000,1
3,3,1428,4998000,1
3,3,1400,7800000,1
3,2,1500,6000000,1
3,3,1135,3800000,1
3,3,1300,7150000,1
3,3,1550,9335000,1
3,3,1550,9335000,1
3,5,2000,6000000,1
3,3,1536,5683200,1
3,3,1550,6500000,1
2,2,150,3300000,1
2,2,146,2920000,1
3,2,118,2360000,1
2,2,1120,6720000,1
3,3,1480,6660000,1
3,3,1685,9267500,1
3,3,1500,8250000,1
3,3,1685,9267500,1
3,3,1250,5000000,1
3,3,1262,5679000,1
3,3,1302,5859000,1
3,3,1302,5859000,1
3,3,1310,5500000,1
3,3,1262,5679000,1
3,3,1253,5638500,1
3,3,1253,5638500,1
3,3,1186,5337000,1
4,5,2410,15500000,1
3,3,1650,9675000,1
3,4,1572,8460000,1
3,3,1835,9800000,1
3,3,1420,7100000,1
4,4,2100,20000000,1
3,3,1336,6680000,1
3,2,1000,5500000,1
3,3,1672,13300000,1
3,3,1250,6500000,1
3,3,2200,19000000,1
3,3,1426,7500000,1
3,4,1620,10854000,1
3,4,1646,11028200,1
3,4,1620,10854000,1
3,4,1686,11296200,1
3,3,1175,5875000,1
3,3,1739,8695000,1
3,3,1440,6192000,1
4,4,555,35000000,1
3,3,1200,5400000,1
4,5,4000,20000000,1
3,3,1235,6175000,1
2,2,1003,5000000,1
3,3,1103,5515000,1
2,2,852,3500000,1
2,2,890,3000000,1
3,3,1320,5544000,1
3,3,1270,5334000,1
3,3,1270,5334000,1
3,3,1607,13000000,1
3,3,982,3928000,1
2,2,805,3220000,1
3,3,1102,4408000,1
3,3,1250,6000000,1
3,3,1120,5040000,1
3,2,1300,5800000,1
3,3,1300,8200000,1
4,4,2961,29500000,1
3,3,1336,6680000,1
3,2,1000,5500000,1
3,3,1672,13300000,1
3,3,1250,6500000,1
3,3,1592,8560000,1
3,3,1650,9675000,1
2,3,1200,7500000,1
3,3,1270,6604000,1
3,3,1350,6000000,1
4,4,2252,11260000,1
3,3,1350,6831000,1
4,5,2500,17500000,1
4,5,2540,29210000,1
4,5,2530,29095000,1
4,5,2622,30153000,1
4,5,2530,29095000,1
3,4,1760,16000000,1
3,3,1433,7800000,1
3,3,1870,13500000,1
3,3,1595,11000000,1
2,2,815,3600000,1
3,3,1050,7000000,1
2,2,150,3300000,1
2,2,146,2920000,1
3,2,118,2360000,1
2,2,1120,6720000,1
3,3,1480,6660000,1
3,3,1685,9267500,1
3,3,1500,8250000,1
3,3,1685,9267500,1
3,3,1250,5000000,1
3,3,1262,5679000,1
3,3,1302,5859000,1
3,3,1302,5859000,1
3,3,1310,5500000,1
3,3,1262,5679000,1
3,3,1253,5638500,1
3,3,1253,5638500,1
3,3,1186,5337000,1
3,3,1450,7500000,1
7,8,3888,12000000,1
3,3,2250,29000000,1
2,2,100,3800000,1
2,2,163,4575000,1
2,2,161,4525000,1
2,2,122,3550000,1
3,3,1645,7731500,1
3,2,1224,5100000,1
3,3,1400,7500000,1
3,3,1372,7200000,1
3,3,2000,11000000,1
3,3,2200,12100000,1
3,3,2200,12100000,1
3,3,2000,11000000,1
3,3,2000,11000000,1
3,3,1428,4998000,1
2,2,990,3960000,1
3,3,1170,4600000,1
3,2,115,2000000,1
2,2,950,3400000,1
2,2,150,3000000,1
3,3,115,4025000,1
2,2,156,3120000,1
2,2,105,3675000,1
3,2,110,3850000,1
4,4,3699,33000000,1
2,2,900,5000000,1
3,3,1800,15824000,1
3,4,1760,13120000,1
3,3,1426,7130000,1
3,3,1550,7750000,1
3,3,115,4025000,1
3,3,125,4375000,1
2,2,125,3750000,1
3,3,112,3920000,1
2,2,125,3750000,1
3,3,115,4025000,1
2,2,102,3570000,1
2,2,110,3800000,1
3,3,1200,5200000,1
3,3,1200,6000000,1
2,2,129,3225000,1
2,2,150,3000000,1
2,2,150,3000000,1
3,3,125,4375000,1
3,2,110,3850000,1
3,3,1550,7750000,1
2,2,120,4200000,1
3,2,110,3850000,1
2,2,120,4200000,1
3,2,110,3850000,1
3,3,115,4025000,1
3,3,1428,4998000,1
3,3,1400,7800000,1
3,2,1500,6000000,1
3,3,1135,3800000,1
3,3,1300,7150000,1
3,3,1550,9335000,1
3,3,1550,9335000,1
3,5,2000,6000000,1
3,3,1536,5683200,1
3,3,1550,6500000,1
3,3,1012,4400000,1
3,3,1200,6000000,1
3,4,1994,15000000,1
3,4,1610,10500000,1
3,3,1720,7880000,1
3,3,1524,9500000,1
4,4,1700,9500000,1
3,4,2150,13000000,1
3,3,1450,6500000,1
4,4,2775,21645000,1
3,3,1650,6600000,1
3,3,1500,8250000,1
3,3,1400,7700000,1
2,2,874,4800000,1
3,3,1450,9000000,1
3,3,1520,10000000,1
3,3,1520,10000000,1
3,3,1425,8550000,1
3,4,1900,14250000,1
3,3,1200,5000000,1
2,2,864,4800000,1
2,2,874,4800000,1
3,3,1760,14000000,1
3,3,1607,13000000,1
3,3,1650,9075000,1
2,2,1150,5800000,1
3,3,2520,7500000,1
3,3,1360,8000000,1
3,3,1500,10000000,1
3,3,1400,9200000,1
3,3,1324,11500000,1
7,8,1680,30000000,1
2,2,1100,4500000,1
4,5,2600,13500000,1
3,3,1175,4700000,1
3,2,1000,4000000,1
3,3,1400,8000000,1
3,3,1302,5859000,1
3,3,1770,7020000,1
3,3,190,5250000,1
2,2,162,4550000,1
3,3,1162,6972000,1
2,2,1140,6840000,1
4,5,2540,29210000,1
3,4,2000,13000000,1
3,3,1253,5638500,1
4,5,2500,25000000,1
3,3,1162,6972000,1
3,3,1650,9675000,1
3,3,2000,11000000,1
3,3,1300,4940000,1
3,3,1700,7000000,1
3,3,1302,5859000,1
3,3,1510,7000000,1
3,3,1550,9300000,1
2,2,1120,6720000,1
3,3,1700,7000000,1
3,3,1565,7500000,1
3,3,1275,4845000,1
3,3,1150,5200000,1
3,3,2200,17716000,1
4,4,3000,27500000,1
3,3,1644,9000000,1
3,3,1493,9800000,1
3,3,1390,11000000,1
2,2,120,3068000,1
3,3,1300,9700000,1
3,3,1690,8400000,1
3,3,1162,6972000,1
4,5,600,30900000,1
4,3,1850,8500000,1
3,3,1320,6000000,1
4,4,2643,23000000,1
3,4,1592,8560000,1
3,3,1300,5600000,1
3,3,1360,7888000,1
2,2,1060,5500000,1
3,3,2600,25000000,1
3,3,1450,7500000,1
3,3,1305,11000000,1
3,3,2200,12100000,1
3,3,1400,8000000,1
2,2,150,3000000,1
2,2,2160,12500000,1
3,3,1100,5500000,1
3,3,1800,8200000,1
3,3,1590,7473000,1
3,3,1375,4812500,1
3,3,1480,11000000,1
3,3,1255,10000000,1
2,2,800,3700000,1
3,3,125,4375000,1
3,3,1690,9119000,1
3,3,1956,10000000,1
3,3,1544,7148000,1
4,4,1379,20685000,1
4,5,2500,17500000,1
3,3,1365,11000000,1
3,3,1550,9300000,1
3,3,1550,9335000,1
3,3,1550,8835000,1
3,3,1275,7393750,1
3,3,1275,7393750,1
3,3,1275,7393750,1
3,3,1275,7393750,1
3,3,1500,6500000,1
3,3,1450,6400000,1
3,3,1450,6600000,1
3,3,1630,8150000,1
4,4,2500,17500000,1
3,2,100,2500000,1
3,4,1575,8000000,1
3,3,1100,7000000,1
3,3,1100,6500000,1
3,3,1590,10000000,1
3,4,1335,8500000,1
2,2,1000,3200000,1
3,3,286,7150000,1
3,3,1550,7750000,1
3,3,163,11410000,1
2,2,247,2964000,1
3,3,1300,6000000,1
4,4,2061,14500000,1
2,2,800,4000000,1
3,3,1160,29000000,1
4,4,1160,23200000,1
3,3,1160,29000000,1
3,3,1520,6000000,1
3,3,1335,4672500,1
2,2,1090,4500000,1
3,4,1800,12500000,1
3,3,1462,9500000,1
2,3,1110,4995000,1
2,3,1110,4995000,1
2,3,1110,4995000,1
3,2,150,1500000,1
3,2,180,1800000,1
2,2,115,2875000,1
3,2,136,2720000,1
3,2,115,2300000,1
3,3,1400,7000000,1
3,3,1400,7000000,1
2,2,180,3600000,1
2,2,1150,4600000,1
2,2,1150,4600000,1
2,2,1050,4200000,1
2,2,1050,4200000,1
3,3,1752,13064000,1
3,2,110,2200000,1
3,3,240,5520000,1
3,3,240,5520000,1
3,2,95,1240000,1
3,2,90,1260000,1
3,3,240,5520000,1
2,2,1500,6750000,1
2,2,200,5000000,1
3,3,1275,5100000,1
3,3,1435,5740000,1
3,3,1315,5260000,1
3,3,1335,5340000,1
3,3,1335,5340000,1
3,3,1325,5300000,1
3,2,101,2222000,1
2,2,184,3312000,1
3,2,150,2700000,1
3,3,1470,4410000,1
3,3,1436,11500000,1
3,4,1940,16132000,1
3,3,1544,9264000,1
3,3,1544,9264000,1
3,3,1644,9864000,1
3,3,1739,8695000,1
3,3,1375,8562500,1
4,4,555,35000000,1
3,3,1148,5592000,1
4,3,1700,12000000,1
3,3,1517,8000000,1
3,4,2280,22000000,1
3,2,1200,6800000,1
3,3,1500,11200000,1
3,3,1500,11200000,1
3,3,2000,16000000,1
3,5,2506,15000000,1
3,2,750,2500000,1
3,3,1305,6525000,1
3,3,2400,12000000,1
3,3,1100,4500000,1
2,2,1100,6600000,1
3,2,134,2680000,1
2,2,151,3020000,1
3,3,1685,9267500,1
3,3,1400,7700000,1
3,3,1150,5800000,1
3,3,1080,5700000,1
3,2,1075,5500000,1
2,2,978,5000000,1
3,3,1433,7132000,1
3,4,1350,8000000,1
3,3,1665,7000000,1
3,3,153,10000000,1
4,4,2148,38664000,1
3,2,88,1200000,1
20,10,4500,55620000,1
3,3,1050,5250000,1
2,2,900,4500000,1
3,3,1466,7000000,1
3,3,1300,7200000,1
3,3,1500,8600000,1
2,2,1015,5887000,1
3,3,1459,8462200,1
3,3,1337,7754600,1
3,3,1459,8462200,1
3,3,1337,7754600,1
2,2,800,4500000,1
3,3,3400,19400000,1
3,3,1672,8000000,1
3,4,1800,8500000,1
4,4,2500,17500000,1
3,3,1275,7393750,1
3,3,1275,7393750,1
3,3,1275,7393750,1
3,3,1275,7393750,1
3,3,1500,6500000,1
3,3,1200,4600000,1
3,3,1250,3800000,1
4,4,2500,12000000,1
3,3,1430,7936000,1
3,3,1430,7936000,1
3,3,1915,11490000,1
3,3,1162,6972000,1
3,3,1162,6972000,1
3,3,1570,11000000,1
3,2,850,4000000,1
3,3,1500,9000000,1
3,3,1423,7115000,1
3,3,1835,13000000,1
3,4,1350,7500000,1
3,3,1615,11500000,1
3,3,1500,8250000,1
3,3,1685,9267500,1
3,3,1500,8250000,1
3,3,1400,7700000,1
3,3,1685,9267500,1
3,3,1580,8000000,1
3,3,1436,11500000,1
3,4,1940,16132000,1
3,3,2295,25000000,1
3,3,1487,9000000,1
3,3,1440,9936000,1
3,3,1493,9800000,1
3,3,1493,9800000,1
3,3,1537,9000000,1
3,4,1800,12500000,1
3,4,1800,12500000,1
3,5,2000,13000000,1
3,3,1305,11000000,1
4,5,2540,29210000,1
4,5,2540,29210000,1
3,3,1700,8384200,1
3,4,1335,8500000,1
2,2,1000,3200000,1
3,3,286,7150000,1
3,3,1550,7750000,1
3,3,163,11410000,1
2,2,247,2964000,1
3,3,1300,6000000,1
4,4,2061,14500000,1
2,2,800,4000000,1
6,6,3800,24000000,1
3,3,1160,29000000,1
4,4,1160,23200000,1
3,3,1160,29000000,1
3,3,1520,6000000,1
3,3,1335,4672500,1
2,2,1090,4500000,1
4,6,3600,15000000,1
3,3,1210,7000000,1
4,4,2200,15000000,1
3,3,1621,10500000,1
2,2,150,3650000,1
3,3,1400,7500000,1
2,2,600,3000000,1
4,4,2252,11260000,1
3,3,1429,8000000,1
7,8,2800,30000000,1
3,4,1800,16000000,1
3,3,153,10000000,1
4,4,2148,38664000,1
3,2,88,1200000,1
3,2,1075,5500000,1
2,2,978,5000000,1
3,3,1433,7132000,1
3,3,1150,5800000,1
2,2,900,4500000,1
3,3,1080,5700000,1
3,3,1466,7000000,1
3,3,1300,7200000,1
3,3,1500,8600000,1
2,2,1015,5887000,1
3,3,1459,8462200,1
3,3,1337,7754600,1
3,3,1459,8462200,1
3,3,1337,7754600,1
2,2,800,4500000,1
3,3,3400,19400000,1
3,3,1200,8000000,1
3,3,1370,6500000,1
3,3,1162,6972000,1
3,3,1435,7000000,1
3,3,1500,8300000,1
3,3,1485,8000000,1
3,3,1350,9450000,1
3,3,1500,6000000,1
2,2,160,8000000,1
3,3,1254,7000000,1
5,5,2782,21699600,1
3,4,1780,10500000,1
3,3,1465,9962000,1
3,3,1727,14500000,1
3,4,1800,12500000,1
3,3,240,5520000,1
2,2,1500,6750000,1
2,2,200,5000000,1
3,3,1275,5100000,1
3,3,1435,5740000,1
3,3,1315,5260000,1
3,3,1335,5340000,1
3,3,1335,5340000,1
3,3,1325,5300000,1
3,2,101,2222000,1
2,2,184,3312000,1
3,2,150,2700000,1
3,3,1470,4410000,1
3,3,1316,6200000,1
2,2,174,4700000,1
3,3,150,5250000,1
2,2,139,3614000,1
2,2,136,3536000,1
3,3,1400,6500000,1
3,3,1408,5632000,1
2,2,1000,4000000,1
3,3,1550,7300000,1
3,3,1244,6500000,1
3,3,1149,7500000,1
3,4,1429,8500000,1
2,2,136,4187500,1
3,3,188,5675125,1
3,3,141,4330000,1
2,2,969,3600000,1
3,3,1350,6075000,1
2,2,975,3705000,1
3,3,1165,4427000,1
3,3,1145,5700000,1
3,3,1145,3400000,1
3,3,1382,6800000,1
3,2,1180,6200000,1
3,3,1130,5300000,1
4,5,4000,20000000,1
2,2,105,3675000,1
3,3,1500,8700000,1
3,3,1545,7500000,1
3,4,190,16150000,1
3,3,1550,7750000,1
2,2,120,4200000,1
3,3,117,4050000,1
2,2,125,3750000,1
2,2,120,4200000,1
2,2,115,3450000,1
3,3,1500,8700000,1
2,2,136,4187500,1
3,3,188,5675125,1
3,3,141,4330000,1
2,2,969,3600000,1
3,3,1350,6075000,1
2,2,975,3705000,1
3,3,1165,4427000,1
3,3,1145,5700000,1
3,3,1145,3400000,1
3,3,1382,6800000,1
3,2,1180,6200000,1
3,3,1130,5300000,1
4,5,4000,20000000,1
2,2,105,3675000,1
3,3,1550,7300000,1
3,3,1244,6500000,1
3,3,1700,8384200,1
3,3,1400,8000000,1
3,3,1330,8000000,1
3,3,1149,7500000,1
3,4,1429,8500000,1
3,3,1545,7500000,1
4,6,3600,15000000,1
3,3,1210,7000000,1
2,2,150,3650000,1
4,4,2200,15000000,1
3,3,1621,10500000,1
3,3,1200,4600000,1
3,3,1250,3800000,1
2,2,222,6500000,1
3,4,1800,8500000,1
3,3,1250,7000000,1
3,3,1465,9962000,1
3,3,1727,14500000,1
3,3,2295,25000000,1
3,3,1487,9000000,1
3,3,1440,9936000,1
3,3,1493,9800000,1
3,3,1493,9800000,1
3,3,1537,9000000,1
3,4,1800,12500000,1
3,4,1800,12500000,1
3,5,2000,13000000,1
2,2,1025,4500000,1
3,3,1415,6367000,1
3,3,1563,9200000,1
4,4,1700,9500000,1
3,4,2150,13000000,1
2,2,145,8000000,1
4,4,1800,14040000,1
3,4,1350,7500000,1
3,3,1615,11500000,1
3,3,1500,8250000,1
3,3,1685,9267500,1
3,3,1500,8250000,1
3,3,1400,7700000,1
3,3,1685,9267500,1
4,4,2500,12000000,1
3,3,1415,6367000,1
3,3,1563,9200000,1
4,4,1700,9500000,1
3,4,2150,13000000,1
2,2,145,8000000,1
4,4,1800,14040000,1
3,3,1500,9000000,1
3,4,1760,13120000,1
3,3,200,13000000,1
3,3,1520,10000000,1
3,4,1950,10725000,1
3,3,1387,8000000,1
3,3,1400,7500000,1
4,4,2252,11260000,1
3,3,1429,8000000,1
2,2,169,4225000,1
7,8,2800,30000000,1
3,4,1800,16000000,1
4,3,1400,7000000,1
3,4,1620,10854000,1
3,4,1646,11028200,1
3,4,1686,11296200,1
3,3,1336,6680000,1
3,3,1545,7725000,1
3,3,1699,8495000,1
3,3,1545,7725000,1
3,3,1336,6680000,1
4,4,1750,9500000,1
3,3,1110,4440000,1
3,3,1545,7725000,1
3,3,1336,6680000,1
4,4,1750,9500000,1
3,3,2120,19000000,1
4,6,3000,15000000,1
2,2,800,3696000,1
2,2,1100,4500000,1
3,3,1320,6000000,1
3,3,1530,12000000,1
3,3,1162,6972000,1
3,4,1592,8560000,1
4,3,1873,12738000,1
4,4,1858,16000000,1
3,3,1500,11000000,1
3,3,1186,5337000,1
3,3,1300,7150000,1
3,3,1300,7150000,1
3,3,1226,7000000,1
2,2,1054,6500000,1
3,3,1415,5820000,1
3,3,1304,5998400,1
3,3,2100,16800000,1
3,3,115,4025000,1
3,2,115,1350000,1
3,3,2160,16500000,1
4,3,1800,9000000,1
3,3,1100,7500000,1
3,3,1300,9700000,1
3,2,1162,5000000,1
3,3,1253,5638500,1
3,3,1500,8250000,1
3,2,90,2700000,1
3,3,1350,8000000,1
3,3,1740,12500000,1
4,3,1873,12738000,1
3,3,1300,9700000,1
3,3,1370,13200000,1
3,2,110,3850000,1
2,2,156,3120000,1
4,5,2622,30153000,1
4,5,2530,29095000,1
3,3,1331,6500000,1
3,3,1331,6500000,1
3,3,1350,7000000,1
4,4,1587,10000000,1
3,3,1305,11000000,1
3,3,1530,12000000,1
2,2,950,4000000,1
2,2,920,5800000,1
3,4,1994,15500000,1
3,4,1860,17500000,1
3,3,1320,9500000,1
3,4,1750,12250000,1
7,8,2038,29932000,1
3,3,1565,9000000,1
3,3,2680,18000000,1
2,2,1013,4200000,1
2,2,120,4200000,1
2,2,105,3675000,1
2,2,120,4200000,1
3,3,1262,5679000,1
3,3,1600,12000000,1
2,2,103,3200000,1
3,3,2160,16500000,1
4,3,1800,9000000,1
3,3,1162,6972000,1
3,4,1592,8560000,1
3,3,1100,7500000,1
3,3,1628,13000000,1
3,3,1600,10000000,1
2,2,900,4800000,1
3,3,1420,7100000,1
3,3,1632,9160000,1
3,2,1162,5000000,1
3,3,1783,11589500,1
5,5,2622,30153000,1
3,3,1620,6800000,1
2,2,950,4700000,1
3,2,1050,4200000,1
3,4,1550,12000000,1
3,2,1075,6000000,1
3,3,1100,6500000,1
3,3,1100,7000000,1
3,4,1800,12000000,1
3,3,1630,8150000,1
3,3,1699,8495000,1
3,3,1336,6680000,1
3,4,1800,13450000,1
3,3,1540,7392000,1
3,4,2500,21550000,1
3,2,1500,9500000,1
3,3,1544,9264000,1
3,3,1644,9864000,1
3,3,147,4102625,1
3,3,2000,8500000,1
3,3,1200,7700000,1
3,3,1235,4100000,1
3,3,1252,6520000,1
3,3,1300,7150000,1
2,2,100,4000000,1
2,2,125,2750000,1
3,3,1300,7800000,1
3,2,110,3850000,1
3,3,1300,7800000,1
3,3,2289,26000000,1
3,3,1350,9300000,1
3,3,1627,10500000,1
3,3,1490,6705000,1
3,4,1604,8822000,1
2,2,156,3120000,1
3,3,435,7000000,1
3,3,212,7500000,1
3,4,1301,11000000,1
3,3,1400,7700000,1
3,3,1685,9267500,1
3,3,1500,8250000,1
3,3,1958,5500000,1
3,3,1500,8250000,1
3,3,1250,5000000,1
3,3,2420,13310000,1
3,3,1250,6500000,1
3,3,1400,10000000,1
3,3,1300,5400000,1
2,2,100,3800000,1
2,2,100,3800000,1
3,3,1300,7500000,1
3,3,1200,6000000,1
3,2,98,2000000,1
2,2,163,3749000,1
2,2,181,5025000,1
2,2,163,4575000,1
2,2,123,3575000,1
3,3,153,4325000,1
2,2,126,3650000,1
4,4,2609,33917000,1
3,3,2000,11000000,1
3,3,2200,12100000,1
3,3,1500,9000000,1
4,4,1700,9500000,1
3,3,1157,4049500,1
3,3,1388,5552000,1
3,3,1790,7518000,1
4,4,1500,4950000,1
3,3,1700,7000000,1
3,3,1700,7000000,1
3,3,1300,7150000,1
3,3,1313,7200000,1
3,3,1235,4100000,1
3,3,1300,7150000,1
2,2,125,2750000,1
3,3,2000,10500000,1
3,3,1410,8800000,1
4,5,2750,20000000,1
3,3,1800,9500000,1
3,3,1338,12000000,1
3,3,1500,9500000,1
3,3,1640,11000000,1
3,3,1950,18000000,1
3,3,1433,9887700,1
3,3,1150,5500000,1
3,2,85,1100000,1
2,2,240,6000000,1
2,2,850,3200000,1
3,3,1100,5000000,1
3,2,126,2268000,1
2,2,178,2848000,1
3,3,1505,6500000,1
3,3,1435,5740000,1
3,3,1570,6280000,1
3,3,1315,5260000,1
3,3,1580,13500000,1
4,3,702,12636000,1
3,4,1800,12500000,1
3,5,2000,13000000,1
3,5,2000,13000000,1
3,3,1544,9264000,1
3,3,1544,9264000,1
2,3,1200,6000000,1
3,3,1200,6000000,1
3,3,1200,6000000,1
3,3,115,4025000,1
2,2,105,3675000,1
2,2,105,3675000,1
3,2,110,3850000,1
3,3,125,4375000,1
3,2,110,3850000,1
3,3,1392,8500000,1
3,3,1180,7500000,1
3,3,1320,6000000,1
3,3,1320,5940000,1
3,2,105,2100000,1
3,2,115,2320000,1
3,2,122,2440000,1
2,2,148,3600000,1
3,2,125,2500000,1
2,2,1150,4600000,1
2,2,1150,4600000,1
3,3,1650,6600000,1
2,2,1050,4200000,1
3,3,1035,4347000,1
3,3,240,5520000,1
2,2,200,4600000,1
3,3,240,5520000,1
3,3,240,5520000,1
2,2,105,3675000,1
3,3,1295,6500000,1
